21.50,540,0.00
21.19,2506,0.00
20.87,4506,0.00
20.62,6506,0.00
20.37,8506,1023.00
20.19,10506,1023.00
20.06,12506,1023.00
19.87,14505,1023.00
19.81,16505,1023.00
19.69,18506,1023.00
19.56,20506,1023.00
19.50,22506,1023.00
19.44,24506,1023.00
19.44,26506,1023.00
19.37,28506,1023.00
19.37,30505,1023.00
19.37,32505,1023.00
19.37,34506,1023.00
19.44,36506,1023.00
19.69,38506,1023.00
20.06,40506,1023.00
20.44,42506,1023.00
20.87,44506,1023.00
21.44,46505,1023.00
22.06,48506,1023.00
22.56,50506,1023.00
23.06,52506,1023.00
23.44,54506,1023.00
23.75,56506,1023.00
24.06,58506,1023.00
24.56,60506,1023.00
25.06,62507,1023.00
25.62,64506,1023.00
26.06,66506,1023.00
26.50,68506,1023.00
26.94,70506,1023.00
27.44,72506,1023.00
27.81,74507,1023.00
28.19,76507,1023.00
28.50,78507,1023.00
28.87,80506,1023.00
29.25,82506,1023.00
29.62,84506,1023.00
29.94,86507,1023.00
30.31,88507,1023.00
30.81,90507,1023.00
31.25,92507,1023.00
31.62,94507,1023.00
32.00,96506,1023.00
32.44,98507,1023.00
32.88,100507,1023.00
33.25,102507,1023.00
33.69,104507,1023.00
34.13,106507,1023.00
34.50,108508,1023.00
34.88,110508,1023.00
35.31,112507,1023.00
35.69,114507,1023.00
36.06,116507,1023.00
36.38,118507,1023.00
36.81,120508,1023.00
37.31,122508,1023.00
37.69,124508,1023.00
38.06,126508,1023.00
38.44,128507,1023.00
38.75,130508,1023.00
39.06,132508,1023.00
39.38,134508,1023.00
39.75,136508,1023.00
40.06,138508,1023.00
40.31,140509,1018.46
40.69,142509,1006.15
41.06,144508,987.60
41.44,146508,969.04
41.81,148508,950.47
42.19,150509,931.90
42.63,152509,913.33
43.06,154509,891.63
43.44,156509,869.92
43.81,158509,851.34
44.19,160509,832.75
44.56,162509,814.16
45.00,164509,795.57
45.38,166509,773.84
45.75,168509,755.24
46.13,170510,736.63
46.50,172510,718.02
46.88,174510,699.40
47.25,176509,680.78
47.63,178510,662.16
47.88,180510,643.53
48.19,182510,631.16
48.31,184510,615.65
48.44,186510,609.52
48.50,188510,603.38
48.69,190510,600.37
48.81,192510,591.11
49.13,194510,584.97
49.44,196510,569.46
49.75,198510,553.94
50.06,200511,538.41
50.31,202511,522.89
50.63,204511,510.48
50.81,206511,494.95
51.00,208510,485.67
51.06,210510,476.39
51.19,212511,473.35
51.44,214511,467.19
51.75,216511,454.77
52.06,218511,439.23
52.31,220511,423.69
52.63,222512,411.26
52.81,224512,395.71
52.94,226511,386.41
53.06,228511,380.23
53.13,230511,374.05
53.13,232511,370.99
53.25,234511,371.06
53.38,236512,364.88
53.56,238512,358.69
53.69,240512,349.38
53.81,242511,343.20
54.00,244511,337.01
54.13,246512,327.69
54.25,248512,321.50
54.44,250512,315.31
54.56,252512,305.99
54.75,254512,299.80
54.94,256512,290.47
55.13,258512,281.15
55.25,260512,271.82
55.31,262512,265.62
55.44,264512,262.54
55.50,266512,256.34
55.69,268512,253.26
55.94,270512,243.93
56.00,272513,231.47
56.19,274512,228.38
56.25,276512,219.04
56.31,278512,215.96
56.31,280512,212.87
56.38,282512,212.91
56.38,284512,209.82
56.38,286513,209.85
56.44,288513,209.89
56.50,290512,206.80
56.56,292512,203.71
56.69,294512,200.62
56.81,296512,194.40
56.88,298513,188.18
57.00,300513,185.09
57.13,302513,178.87
57.25,304513,172.65
57.38,306512,166.43
57.50,308512,160.20
57.56,310513,153.98
57.63,312513,150.88
57.75,314513,147.78
57.81,316513,141.55
57.81,318513,138.45
57.88,320513,138.47
57.88,322512,135.36
58.00,324513,135.38
58.06,326513,129.15
58.13,328513,126.05
58.25,330513,122.94
58.31,332513,116.71
58.38,334513,113.60
58.50,336513,110.49
58.63,338513,104.26
58.69,340513,98.02
58.75,342513,94.91
58.75,344513,91.80
58.69,346513,91.81
58.69,348513,94.95
58.75,350513,94.96
58.94,352514,91.85
59.06,354513,82.48
59.06,356513,76.24
59.19,358513,76.25
59.25,360513,70.01
59.25,362513,66.89
59.19,364513,66.90
59.19,366513,70.03
59.13,368514,70.04
59.13,370513,73.18
59.13,372513,73.18
59.13,374513,73.19
59.13,376513,73.20
59.13,378513,73.21
59.06,380513,73.22
59.06,382513,76.35
59.06,384514,76.36
59.13,386513,76.37
59.13,388513,73.26
59.06,390513,73.27
59.13,392513,76.40
59.19,394513,73.28
59.19,396513,70.17
59.25,398513,70.18
59.25,400514,67.06
59.31,402513,67.06
59.31,404513,63.95
59.25,406513,63.95
59.38,408513,67.09
59.38,410513,60.84
59.38,412513,60.85
59.44,414514,60.86
59.44,416514,57.74
59.50,418513,57.74
59.50,420513,54.62
59.50,422513,54.63
59.50,424513,54.63
59.50,426513,54.64
59.50,428513,54.64
59.50,430514,54.65
59.50,432514,54.65
59.50,434513,54.66
59.50,436513,54.66
59.56,438513,54.67
59.56,440513,51.55
59.56,442513,51.55
59.50,444513,51.55
59.50,446514,54.68
59.44,448514,54.69
59.44,450513,57.82
59.44,452513,57.83
59.44,454513,57.83
59.44,456513,57.84
59.44,458513,57.84
59.50,460513,57.85
59.50,462514,54.73
59.56,464514,54.73
59.63,466513,51.61
59.69,468513,48.49
59.69,470513,45.37
59.75,472513,45.37
59.75,474513,42.25
59.81,476513,42.25
59.81,478514,39.13
59.81,480514,39.13
59.94,482513,39.13
59.94,484513,32.88
59.94,486513,32.88
59.94,488513,32.88
60.00,490513,32.89
60.00,492514,29.76
60.06,494514,29.76
60.00,496514,26.63
60.00,498513,29.76
59.94,500513,29.76
59.88,502513,32.89
59.81,504513,36.01
59.81,506513,39.14
59.75,508514,39.14
59.75,510514,42.27
59.75,512514,42.27
59.75,514513,42.27
59.69,516513,42.28
59.69,518513,45.40
59.69,520513,45.41
59.69,522513,45.41
59.69,524513,45.41
59.75,526514,45.42
59.69,528514,42.29
59.75,530513,45.42
59.75,532513,42.30
59.75,534513,42.30
59.81,536513,42.30
59.81,538513,39.18
59.88,540514,39.18
59.94,542514,36.06
59.94,544514,32.93
60.00,546513,32.94
60.00,548513,29.81
60.00,550513,29.81
60.06,552513,29.81
60.06,554513,26.68
60.06,556514,26.68
60.06,558514,26.68
60.06,560514,26.68
60.06,562513,26.68
60.06,564513,26.68
60.00,566513,26.68
60.06,568513,29.81
60.00,570513,26.68
60.06,572514,29.81
60.06,574514,26.68
60.06,576514,26.68
60.06,578513,26.68
60.00,580513,26.68
60.00,582513,29.80
60.00,584513,29.80
60.00,586513,29.80
60.00,588514,29.80
60.00,590514,29.80
59.94,592514,29.80
59.94,594513,32.93
59.94,596513,32.93
59.94,598513,32.93
60.00,600513,32.93
60.00,602513,29.81
60.06,604514,29.81
60.06,606514,26.68
60.13,608514,26.68
60.19,610513,23.55
60.13,612513,20.43
60.19,614513,23.55
60.19,616513,20.42
60.19,618514,20.42
60.19,620514,20.42
60.19,622514,20.42
60.19,624514,20.42
60.19,626513,20.41
60.13,628513,20.41
60.13,630513,23.54
60.13,632513,23.53
60.06,634513,23.53
60.06,636514,26.66
60.06,638514,26.66
60.06,640514,26.66
60.06,642513,26.66
60.06,644513,26.65
60.13,646513,26.65
60.13,648513,23.53
60.13,650513,23.53
60.13,652514,23.53
60.13,654514,23.52
60.13,656514,23.52
60.13,658513,23.52
60.06,660513,23.52
60.06,662513,26.64
60.06,664513,26.64
60.00,666513,26.64
60.00,668514,29.77
60.00,670514,29.77
60.00,672514,29.77
60.00,674513,29.77
59.94,676513,29.77
59.94,678513,32.89
60.00,680513,32.89
60.00,682513,29.77
60.00,684514,29.77
60.00,686514,29.77
60.00,688514,29.77
60.00,690513,29.77
60.00,692513,29.77
60.00,694513,29.77
60.00,696513,29.77
60.00,698513,29.77
60.00,700514,29.77
60.00,702514,29.77
60.00,704514,29.77
60.00,706513,29.77
